x1,x2,y_krig,mse
   -1.000000       4.008793
      0.141414       0.212121      -0.080913
      0.141414       0.232323      -0.120889
      0.141414       0.252525      -0.163352
      0.141414       0.272727      -0.207949
      0.141414       0.292929      -0.254307
      0.141414       0.313131      -0.302033
      0.141414       0.333333      -0.350716
      0.141414       0.353535      -0.399931
      0.141414       0.373737      -0.449240
      0.141414       0.393939      -0.498194
      0.141414       0.414141      -0.546341
      0.141414       0.434343      -0.593221
      0.141414       0.454545      -0.638375
      0.141414       0.474747      -0.681346
      0.141414       0.494949      -0.721681
      0.141414       0.515152      -0.758934
      0.141414       0.535354      -0.792670
      0.141414       0.555556      -0.822468
      0.141414       0.575758      -0.847920
      0.141414       0.595960      -0.868638
      0.141414       0.616162      -0.884256
      0.141414       0.636364      -0.894428
      0.141414       0.656566      -0.898835
      0.141414       0.676768      -0.897184
      0.141414       0.696970      -0.889213
      0.141414       0.717172      -0.874688
      0.141414       0.737374      -0.853409
      0.141414       0.757576      -0.825208
      0.141414       0.777778      -0.789952
      0.141414       0.797980      -0.747543
      0.141414       0.818182      -0.697918
      0.141414       0.838384      -0.641050
      0.141414       0.858586      -0.576950
      0.141414       0.878788      -0.505661
      0.141414       0.898990      -0.427267
      0.141414       0.919192      -0.341882
      0.141414       0.939394      -0.249658
      0.141414       0.959596      -0.150778
      0.141414       0.979798      -0.045460
      0.141414       1.000000       0.066050

      0.181818      -1.000000      -0.282281
      0.181818      -0.979798      -0.364448
      0.181818      -0.959596      -0.441928
      0.181818      -0.939394      -0.514508
      0.181818      -0.919192      -0.581994
      0.181818      -0.898990      -0.644216
      0.181818      -0.878788      -0.701027
      0.181818      -0.858586      -0.752302
      0.181818      -0.838384      -0.797943
      0.181818      -0.818182      -0.837879
      0.181818      -0.797980      -0.872064
      0.181818      -0.777778      -0.900480
      0.181818      -0.757576      -0.923138
      0.181818      -0.737374      -0.940076
      0.181818      -0.717172      -0.951360
      0.181818      -0.696970      -0.957086
      0.181818      -0.676768      -0.957376
      0.181818      -0.656566      -0.952381
      0.181818      -0.636364      -0.942277
      0.181818      -0.616162      -0.927269
      0.181818      -0.595960      -0.907584
      0.181818      -0.575758      -0.883475
      0.181818      -0.555556      -0.855218
      0.181818      -0.535354      -0.823108
      0.181818      -0.515152      -0.787462
      0.181818      -0.494949      -0.748614
      0.181818      -0.474747      -0.706914
      0.181818      -0.454545      -0.662725
      0.181818      -0.434343      -0.616423
      0.181818      -0.414141      -0.568394
      0.181818      -0.393939      -0.519029
      0.181818      -0.373737      -0.468728
      0.181818      -0.353535      -0.417889
      0.181818      -0.333333      -0.366912
      0.181818      -0.313131      -0.316195
      0.181818      -0.292929      -0.266130
      0.181818      -0.272727      -0.217102
      0.181818      -0.252525      -0.169484
      0.181818      -0.232323      -0.123640
      0.181818      -0.212121      -0.079916
      0.181818      -0.191919      -0.038641
      0.181818      -0.171717      -0.000127
      0.181818      -0.151515       0.035338
      0.181818      -0.131313       0.067489
      0.181818      -0.111111       0.096086
      0.181818      -0.090909       0.120916
      0.181818      -0.070707       0.141797
      0.181818      -0.050505       0.158573
      0.181818      -0.030303       0.171123
      0.181818      -0.010101       0.179357
      0.181818       0.010101       0.183216
      0.181818       0.030303       0.182679
      0.181818       0.050505       0.177755
      0.181818       0.070707       0.168489
      0.181818       0.090909       0.154960
      0.181818       0.111111       0.137280
      0.181818       0.131313       0.115596
      0.181818       0.151515       0.090086
      0.181818       0.171717       0.060960
      0.181818       0.191919       0.028459
      0.181818       0.212121      -0.007148
      0.181818       0.232323      -0.045564
      0.181818       0.252525      -0.086465
      0.181818       0.272727      -0.129504
      0.181818       0.292929      -0.174314
      0.181818       0.313131      -0.220505
      0.181818       0.333333      -0.267672
      0.181818       0.353535      -0.315396
      0.181818       0.373737      -0.363243
      0.181818       0.393939      -0.410773
      0.181818       0.414141      -0.457536
      0.181818       0.434343      -0.503081
      0.181818       0.454545      -0.546954
      0.181818       0.474747      -0.588703
      0.181818       0.494949      -0.627882
      0.181818       0.515152      -0.664050
      0.181818       0.535354      -0.696778
      0.181818       0.555556      -0.725650
      0.181818       0.575758      -0.750264
      0.181818       0.595960      -0.770236
      0.181818       0.616162      -0.785205
      0.181818       0.636364      -0.794829
      0.181818       0.656566      -0.798794
      0.181818       0.676768      -0.796810
      0.181818       0.696970      -0.788618
      0.181818       0.717172      -0.773987
      0.181818       0.737374      -0.752719
      0.181818       0.757576      -0.724648
      0.181818       0.777778      -0.689642
      0.181818       0.797980      -0.647605
      0.181818       0.818182      -0.598473
      0.181818       0.838384      -0.542219
      0.181818       0.858586      -0.478854
      0.181818       0.878788      -0.408421
      0.181818       0.898990      -0.330999
      0.181818       0.919192      -0.246703
      0.181818       0.939394      -0.155680
      0.181818       0.959596      -0.058113
      0.181818       0.979798       0.045787
      0.181818       1.000000       0.155776

      0.222222      -1.000000      -0.253307
      0.222222      -0.979798      -0.335129
      0.222222      -0.959596      -0.412229
      0.222222      -0.939394      -0.484396
      0.222222      -0.919192      -0.551436
      0.222222      -0.898990      -0.613181
      0.222222      -0.878788      -0.669483
      0.222222      -0.858586      -0.720219
      0.222222      -0.838384      -0.765293
      0.222222      -0.818182      -0.804635
      0.222222      -0.797980      -0.838199
      0.222222      -0.777778      -0.865971
      0.222222      -0.757576      -0.887961
      0.222222      -0.737374      -0.904209
      0.222222      -0.717172      -0.914785
      0.222222      -0.696970      -0.919783
      0.222222      -0.676768      -0.919330
      0.222222      -0.656566      -0.913575
      0.222222      -0.636364      -0.902699
      0.222222      -0.616162      -0.886904
      0.222222      -0.595960      -0.866422
      0.222222      -0.575758      -0.841506
      0.222222      -0.555556      -0.812432
      0.222222      -0.535354      -0.779496
      0.222222      -0.515152      -0.743016
      0.222222      -0.494949      -0.703326
      0.222222      -0.474747      -0.660776
      0.222222      -0.454545      -0.615730
      0.222222      -0.434343      -0.568564
      0.222222      -0.414141      -0.519662
      0.222222      -0.393939      -0.469417
      0.222222      -0.373737      -0.418226
      0.222222      -0.353535      -0.366487
      0.222222      -0.333333      -0.314600
      0.222222      -0.313131      -0.262960
      0.222222      -0.292929      -0.211959
      0.222222      -0.272727      -0.161980
      0.222222      -0.252525      -0.113396
      0.222222      -0.232323      -0.066568
      0.222222      -0.212121      -0.021841
      0.222222      -0.191919       0.020457
      0.222222      -0.171717       0.060017
      0.222222      -0.151515       0.096551
      0.222222      -0.131313       0.129796
      0.222222      -0.111111       0.159514
      0.222222      -0.090909       0.185492
      0.222222      -0.070707       0.207549
      0.222222      -0.050505       0.225531
      0.222222      -0.030303       0.239316
      0.222222      -0.010101       0.248815
      0.222222       0.010101       0.253971
      0.222222       0.030303       0.254760
      0.222222       0.050505       0.251192
      0.222222       0.070707       0.243312
      0.222222       0.090909       0.231196
      0.222222       0.111111       0.214956
      0.222222       0.131313       0.194737
      0.222222       0.151515       0.170714
      0.222222       0.171717       0.143095
      0.222222       0.191919       0.112118
      0.222222       0.212121       0.078049
      0.222222       0.232323       0.041182
      0.222222       0.252525       0.001837
      0.222222       0.272727      -0.039645
      0.222222       0.292929      -0.082900
      0.222222       0.313131      -0.127543
      0.222222       0.333333      -0.173174
      0.222222       0.353535      -0.219379
      0.222222       0.373737      -0.265731
      0.222222       0.393939      -0.311794
      0.222222       0.414141      -0.357125
      0.222222       0.434343      -0.401278
      0.222222       0.454545      -0.443806
      0.222222       0.474747      -0.484262
      0.222222       0.494949      -0.522206
      0.222222       0.515152      -0.557204
      0.222222       0.535354      -0.588833
      0.222222       0.555556      -0.616681
      0.222222       0.575758      -0.640353
      0.222222       0.595960      -0.659471
      0.222222       0.616162      -0.673677
      0.222222       0.636364      -0.682636
      0.222222       0.656566      -0.686038
      0.222222       0.676768      -0.683596
      0.222222       0.696970      -0.675056
      0.222222       0.717172      -0.660191
      0.222222       0.737374      -0.638805
      0.222222       0.757576      -0.610735
      0.222222       0.777778      -0.575851
      0.222222       0.797980      -0.534058
      0.222222       0.818182      -0.485294
      0.222222       0.838384      -0.429534
      0.222222       0.858586      -0.366786
      0.222222       0.878788      -0.297095
      0.222222       0.898990      -0.220538
      0.222222       0.919192      -0.137230
      0.222222       0.939394      -0.047315
      0.222222       0.959596       0.049026
      0.222222       0.979798       0.151585
      0.222222       1.000000       0.260121

      0.262626      -1.000000      -0.212117
      0.262626      -0.979798      -0.293596
      0.262626      -0.959596      -0.370322
      0.262626      -0.939394      -0.442083
      0.262626      -0.919192      -0.508686
      0.262626      -0.898990      -0.569961
      0.262626      -0.878788      -0.625764
      0.262626      -0.858586      -0.675973
      0.262626      -0.838384      -0.720491
      0.262626      -0.818182      -0.759250
      0.262626      -0.797980      -0.792206
      0.262626      -0.777778      -0.819345
      0.262626      -0.757576      -0.840680
      0.262626      -0.737374      -0.856252
      0.262626      -0.717172      -0.866131
      0.262626      -0.696970      -0.870416
      0.262626      -0.676768      -0.869232
      0.262626      -0.656566      -0.862732
      0.262626      -0.636364      -0.851097
      0.262626      -0.616162      -0.834532
      0.262626      -0.595960      -0.813268
      0.262626      -0.575758      -0.787561
      0.262626      -0.555556      -0.757687
      0.262626      -0.535354      -0.723944
      0.262626      -0.515152      -0.686650
      0.262626      -0.494949      -0.646139
      0.262626      -0.474747      -0.602763
      0.262626      -0.454545      -0.556886
      0.262626      -0.434343      -0.508882
      0.262626      -0.414141      -0.459137
      0.262626      -0.393939      -0.408043
      0.262626      -0.373737      -0.355996
      0.262626      -0.353535      -0.303394
      0.262626      -0.333333      -0.250636
      0.262626      -0.313131      -0.198115
      0.262626      -0.292929      -0.146223
      0.262626      -0.272727      -0.095341
      0.262626      -0.252525      -0.045841
      0.262626      -0.232323       0.001919
      0.262626      -0.212121       0.047594
      0.262626      -0.191919       0.090857
      0.262626      -0.171717       0.131403
      0.262626      -0.151515       0.168944
      0.262626      -0.131313       0.203219
      0.262626      -0.111111       0.233991
      0.262626      -0.090909       0.261051
      0.262626      -0.070707       0.284216
      0.262626      -0.050505       0.303335
      0.262626      -0.030303       0.318287
      0.262626      -0.010101       0.328983
      0.262626       0.010101       0.335367
      0.262626       0.030303       0.337416
      0.262626       0.050505       0.335139
      0.262626       0.070707       0.328580
      0.262626       0.090909       0.317816
      0.262626       0.111111       0.302959
      0.262626       0.131313       0.284149
      0.262626       0.151515       0.261563
      0.262626       0.171717       0.235406
      0.262626       0.191919       0.205912
      0.262626       0.212121       0.173347
      0.262626       0.232323       0.137999
      0.262626       0.252525       0.100186
      0.262626       0.272727       0.060245
      0.262626       0.292929       0.018537
      0.262626       0.313131      -0.024560
      0.262626       0.333333      -0.068649
      0.262626       0.353535      -0.113322
      0.262626       0.373737      -0.158156
      0.262626       0.393939      -0.202722
      0.262626       0.414141      -0.246582
      0.262626       0.434343      -0.289296
      0.262626       0.454545      -0.330422
      0.262626       0.474747      -0.369522
      0.262626       0.494949      -0.406160
      0.262626       0.515152      -0.439908
      0.262626       0.535354      -0.470350
      0.262626       0.555556      -0.497080
      0.262626       0.575758      -0.519708
      0.262626       0.595960      -0.537863
      0.262626       0.616162      -0.551193
      0.262626       0.636364      -0.559368
      0.262626       0.656566      -0.562081
      0.262626       0.676768      -0.559054
      0.262626       0.696970      -0.550034
      0.262626       0.717172      -0.534799
      0.262626       0.737374      -0.513157
      0.262626       0.757576      -0.484950
      0.262626       0.777778      -0.450049
      0.262626       0.797980      -0.408362
      0.262626       0.818182      -0.359829
      0.262626       0.838384      -0.304427
      0.262626       0.858586      -0.242164
      0.262626       0.878788      -0.173085
      0.262626       0.898990      -0.097270
      0.262626       0.919192      -0.014830
      0.262626       0.939394       0.074089
      0.262626       0.959596       0.169311
      0.262626       0.979798       0.270627
      0.262626       1.000000       0.377800

      0.303030      -1.000000      -0.159537
      0.303030      -0.979798      -0.240679
      0.303030      -0.959596      -0.317038
      0.303030      -0.939394      -0.388401
      0.303030      -0.919192      -0.454576
      0.303030      -0.898990      -0.515394
      0.303030      -0.878788      -0.570710
      0.303030      -0.858586      -0.620403
      0.303030      -0.838384      -0.664378
      0.303030      -0.818182      -0.702567
      0.303030      -0.797980      -0.734929
      0.303030      -0.777778      -0.761450
      0.303030      -0.757576      -0.782144
      0.303030      -0.737374      -0.797055
      0.303030      -0.717172      -0.806255
      0.303030      -0.696970      -0.809842
      0.303030      -0.676768      -0.807944
      0.303030      -0.656566      -0.800716
      0.303030      -0.636364      -0.788341
      0.303030      -0.616162      -0.771024
      0.303030      -0.595960      -0.748999
      0.303030      -0.575758      -0.722523
      0.303030      -0.555556      -0.691872
      0.303030      -0.535354      -0.657347
      0.303030      -0.515152      -0.619265
      0.303030      -0.494949      -0.577963
      0.303030      -0.474747      -0.533792
      0.303030      -0.454545      -0.487116
      0.303030      -0.434343      -0.438310
      0.303030      -0.414141      -0.387761
      0.303030      -0.393939      -0.335859
      0.303030      -0.373737      -0.283001
      0.303030      -0.353535      -0.229583
      0.303030      -0.333333      -0.176004
      0.303030      -0.313131      -0.122657
      0.303030      -0.292929      -0.069930
      0.303030      -0.272727      -0.018206
      0.303030      -0.252525       0.032147
      0.303030      -0.232323       0.080771
      0.303030      -0.212121       0.127324
      0.303030      -0.191919       0.171480
      0.303030      -0.171717       0.212935
      0.303030      -0.151515       0.251405
      0.303030      -0.131313       0.286630
      0.303030      -0.111111       0.318374
      0.303030      -0.090909       0.346430
      0.303030      -0.070707       0.370618
      0.303030      -0.050505       0.390787
      0.303030      -0.030303       0.406819
      0.303030      -0.010101       0.418625
      0.303030       0.010101       0.426151
      0.303030       0.030303       0.429373
      0.303030       0.050505       0.428302
      0.303030       0.070707       0.422982
      0.303030       0.090909       0.413491
      0.303030       0.111111       0.399939
      0.303030       0.131313       0.382466
      0.303030       0.151515       0.361248
      0.303030       0.171717       0.336487
      0.303030       0.191919       0.308418
      0.303030       0.212121       0.277302
      0.303030       0.232323       0.243427
      0.303030       0.252525       0.207106
      0.303030       0.272727       0.168673
      0.303030       0.292929       0.128486
      0.303030       0.313131       0.086918
      0.303030       0.333333       0.044361
      0.303030       0.353535       0.001220
      0.303030       0.373737      -0.042088
      0.303030       0.393939      -0.085139
      0.303030       0.414141      -0.127502
      0.303030       0.434343      -0.168741
      0.303030       0.454545      -0.208422
      0.303030       0.474747      -0.246110
      0.303030       0.494949      -0.281379
      0.303030       0.515152      -0.313805
      0.303030       0.535354      -0.342979
      0.303030       0.555556      -0.368502
      0.303030       0.575758      -0.389989
      0.303030       0.595960      -0.407077
      0.303030       0.616162      -0.419418
      0.303030       0.636364      -0.426689
      0.303030       0.656566      -0.428590
      0.303030       0.676768      -0.424846
      0.303030       0.696970      -0.415211
      0.303030       0.717172      -0.399468
      0.303030       0.737374      -0.377429
      0.303030       0.757576      -0.348938
      0.303030       0.777778      -0.313874
      0.303030       0.797980      -0.272145
      0.303030       0.818182      -0.223696
      0.303030       0.838384      -0.168504
      0.303030       0.858586      -0.106581
      0.303030       0.878788      -0.037972
      0.303030       0.898990       0.037241
      0.303030       0.919192       0.118948
      0.303030       0.939394       0.207002
      0.303030       0.959596       0.301228
      0.303030       0.979798       0.401418
      0.303030       1.000000       0.507337

      0.343434      -1.000000      -0.096534
      0.343434      -0.979798      -0.177349
      0.343434      -0.959596      -0.253350
      0.343434      -0.939394      -0.324326
      0.343434      -0.919192      -0.390085
      0.343434      -0.898990      -0.450458
      0.343434      -0.878788      -0.505301
      0.343434      -0.858586      -0.554493
      0.343434      -0.838384      -0.597941
      0.343434      -0.818182      -0.635576
      0.343434      -0.797980      -0.667359
      0.343434      -0.777778      -0.693278
      0.343434      -0.757576      -0.713349
      0.343434      -0.737374      -0.727617
      0.343434      -0.717172      -0.736154
      0.343434      -0.696970      -0.739062
      0.343434      -0.676768      -0.736471
      0.343434      -0.656566      -0.728536
      0.343434      -0.636364      -0.715441
      0.343434      -0.616162      -0.697396
      0.343434      -0.595960      -0.674634
      0.343434      -0.575758      -0.647414
      0.343434      -0.555556      -0.616014
      0.343434      -0.535354      -0.580736
      0.343434      -0.515152      -0.541899
      0.343434      -0.494949      -0.499839
      0.343434      -0.474747      -0.454909
      0.343434      -0.454545      -0.407474
      0.343434      -0.434343      -0.357910
      0.343434      -0.414141      -0.306602
      0.343434      -0.393939      -0.253942
      0.343434      -0.373737      -0.200324
      0.343434      -0.353535      -0.146147
      0.343434      -0.333333      -0.091807
      0.343434      -0.313131      -0.037697
      0.343434      -0.292929       0.015796
      0.343434      -0.272727       0.068291
      0.343434      -0.252525       0.119422
      0.343434      -0.232323       0.168831
      0.343434      -0.212121       0.216179
      0.343434      -0.191919       0.261142
      0.343434      -0.171717       0.303418
      0.343434      -0.151515       0.342724
      0.343434      -0.131313       0.378803
      0.343434      -0.111111       0.411422
      0.343434      -0.090909       0.440375
      0.343434      -0.070707       0.465484
      0.343434      -0.050505       0.486601
      0.343434      -0.030303       0.503608
      0.343434      -0.010101       0.516420
      0.343434       0.010101       0.524982
      0.343434       0.030303       0.529275
      0.343434       0.050505       0.529308
      0.343434       0.070707       0.525128
      0.343434       0.090909       0.516811
      0.343434       0.111111       0.504468
      0.343434       0.131313       0.488241
      0.343434       0.151515       0.468302
      0.343434       0.171717       0.444856
      0.343434       0.191919       0.418135
      0.343434       0.212121       0.388397
      0.343434       0.232323       0.355929
      0.343434       0.252525       0.321042
      0.343434       0.272727       0.284067
      0.343434       0.292929       0.245357
      0.343434       0.313131       0.205285
      0.343434       0.333333       0.164235
      0.343434       0.353535       0.122610
      0.343434       0.373737       0.080821
      0.343434       0.393939       0.039287
      0.343434       0.414141      -0.001565
      0.343434       0.434343      -0.041307
      0.343434       0.454545      -0.079509
      0.343434       0.474747      -0.115745
      0.343434       0.494949      -0.149591
      0.343434       0.515152      -0.180633
      0.343434       0.535354      -0.208467
      0.343434       0.555556      -0.232700
      0.343434       0.575758      -0.252957
      0.343434       0.595960      -0.268878
      0.343434       0.616162      -0.280123
      0.343434       0.636364      -0.286375
      0.343434       0.656566      -0.287340
      0.343434       0.676768      -0.282751
      0.343434       0.696970      -0.272366
      0.343434       0.717172      -0.255974
      0.343434       0.737374      -0.233392
      0.343434       0.757576      -0.204470
      0.343434       0.777778      -0.169090
      0.343434       0.797980      -0.127166
      0.343434       0.818182      -0.078645
      0.343434       0.838384      -0.023508
      0.343434       0.858586       0.038231
      0.343434       0.878788       0.106522
      0.343434       0.898990       0.181286
      0.343434       0.919192       0.262407
      0.343434       0.939394       0.349741
      0.343434       0.959596       0.443111
      0.343434       0.979798       0.542310
      0.343434       1.000000       0.647104

      0.383838      -1.000000      -0.024209
      0.383838      -0.979798      -0.104708
      0.383838      -0.959596      -0.180365
      0.383838      -0.939394      -0.250969
      0.383838      -0.919192      -0.316327
      0.383838      -0.898990      -0.376271
      0.383838      -0.878788      -0.430657
      0.383838      -0.858586      -0.479365
      0.383838      -0.838384      -0.522302
      0.383838      -0.818182      -0.559401
      0.383838      -0.797980      -0.590624
      0.383838      -0.777778      -0.615960
      0.383838      -0.757576      -0.635426
      0.383838      -0.737374      -0.649069
      0.383838      -0.717172      -0.656964
      0.383838      -0.696970      -0.659214
      0.383838      -0.676768      -0.655950
      0.383838      -0.656566      -0.647330
      0.383838      -0.636364      -0.633540
      0.383838      -0.616162      -0.614791
      0.383838      -0.595960      -0.591319
      0.383838      -0.575758      -0.563384
      0.383838      -0.555556      -0.531265
      0.383838      -0.535354      -0.495267
      0.383838      -0.515152      -0.455709
      0.383838      -0.494949      -0.412930
      0.383838      -0.474747      -0.367283
      0.383838      -0.454545      -0.319133
      0.383838      -0.434343      -0.268857
      0.383838      -0.414141      -0.216841
      0.383838      -0.393939      -0.163477
      0.383838      -0.373737      -0.109159
      0.383838      -0.353535      -0.054286
      0.383838      -0.333333       0.000748
      0.383838      -0.313131       0.055550
      0.383838      -0.292929       0.109734
      0.383838      -0.272727       0.162921
      0.383838      -0.252525       0.214744
      0.383838      -0.232323       0.264851
      0.383838      -0.212121       0.312901
      0.383838      -0.191919       0.358575
      0.383838      -0.171717       0.401571
      0.383838      -0.151515       0.441610
      0.383838      -0.131313       0.478436
      0.383838      -0.111111       0.511819
      0.383838      -0.090909       0.541556
      0.383838      -0.070707       0.567471
      0.383838      -0.050505       0.589419
      0.383838      -0.030303       0.607284
      0.383838      -0.010101       0.620983
      0.383838       0.010101       0.630464
      0.383838       0.030303       0.635707
      0.383838       0.050505       0.636727
      0.383838       0.070707       0.633569
      0.383838       0.090909       0.626312
      0.383838       0.111111       0.615067
      0.383838       0.131313       0.599977
      0.383838       0.151515       0.581215
      0.383838       0.171717       0.558983
      0.383838       0.191919       0.533514
      0.383838       0.212121       0.505066
      0.383838       0.232323       0.473924
      0.383838       0.252525       0.440395
      0.383838       0.272727       0.404811
      0.383838       0.292929       0.367520
      0.383838       0.313131       0.328892
      0.383838       0.333333       0.289308
      0.383838       0.353535       0.249167
      0.383838       0.373737       0.208874
      0.383838       0.393939       0.168846
      0.383838       0.414141       0.129502
      0.383838       0.434343       0.091266
      0.383838       0.454545       0.054561
      0.383838       0.474747       0.019809
      0.383838       0.494949      -0.012575
      0.383838       0.515152      -0.042181
      0.383838       0.535354      -0.068614
      0.383838       0.555556      -0.091487
      0.383838       0.575758      -0.110431
      0.383838       0.595960      -0.125093
      0.383838       0.616162      -0.135141
      0.383838       0.636364      -0.140265
      0.383838       0.656566      -0.140178
      0.383838       0.676768      -0.134618
      0.383838       0.696970      -0.123350
      0.383838       0.717172      -0.106170
      0.383838       0.737374      -0.082901
      0.383838       0.757576      -0.053399
      0.383838       0.777778      -0.017550
      0.383838       0.797980       0.024727
      0.383838       0.818182       0.073480
      0.383838       0.838384       0.128724
      0.383838       0.858586       0.190440
      0.383838       0.878788       0.258577
      0.383838       0.898990       0.333051
      0.383838       0.919192       0.413747
      0.383838       0.939394       0.500518
      0.383838       0.959596       0.593185
      0.383838       0.979798       0.691541
      0.383838       1.000000       0.795353

      0.424242      -1.000000       0.056220
      0.424242      -0.979798      -0.023979
      0.424242      -0.959596      -0.099310
      0.424242      -0.939394      -0.169559
      0.424242      -0.919192      -0.234535
      0.424242      -0.898990      -0.294069
      0.424242      -0.878788      -0.348017
      0.424242      -0.858586      -0.396260
      0.424242      -0.838384      -0.438705
      0.424242      -0.818182      -0.475288
      0.424242      -0.797980      -0.505970
      0.424242      -0.777778      -0.530743
      0.424242      -0.757576      -0.549625
      0.424242      -0.737374      -0.562664
      0.424242      -0.717172      -0.569938
      0.424242      -0.696970      -0.571551
      0.424242      -0.676768      -0.567637
      0.424242      -0.656566      -0.558356
      0.424242      -0.636364      -0.543895
      0.424242      -0.616162      -0.524468
      0.424242      -0.595960      -0.500314
      0.424242      -0.575758      -0.471692
      0.424242      -0.555556      -0.438887
      0.424242      -0.535354      -0.402203
      0.424242      -0.515152      -0.361961
      0.424242      -0.494949      -0.318502
      0.424242      -0.474747      -0.272180
      0.424242      -0.454545      -0.223361
      0.424242      -0.434343      -0.172424
      0.424242      -0.414141      -0.119754
      0.424242      -0.393939      -0.065744
      0.424242      -0.373737      -0.010789
      0.424242      -0.353535       0.044715
      0.424242      -0.333333       0.100371
      0.424242      -0.313131       0.155789
      0.424242      -0.292929       0.210583
      0.424242      -0.272727       0.264376
      0.424242      -0.252525       0.316803
      0.424242      -0.232323       0.367511
      0.424242      -0.212121       0.416165
      0.424242      -0.191919       0.462445
      0.424242      -0.171717       0.506053
      0.424242      -0.151515       0.546713
      0.424242      -0.131313       0.584170
      0.424242      -0.111111       0.618199
      0.424242      -0.090909       0.648597
      0.424242      -0.070707       0.675193
      0.424242      -0.050505       0.697844
      0.424242      -0.030303       0.716437
      0.424242      -0.010101       0.730892
      0.424242       0.010101       0.741160
      0.424242       0.030303       0.747223
      0.424242       0.050505       0.749098
      0.424242       0.070707       0.746832
      0.424242       0.090909       0.740507
      0.424242       0.111111       0.730234
      0.424242       0.131313       0.716158
      0.424242       0.151515       0.698452
      0.424242       0.171717       0.677321
      0.424242       0.191919       0.652994
      0.424242       0.212121       0.625732
      0.424242       0.232323       0.595817
      0.424242       0.252525       0.563557
      0.424242       0.272727       0.529279
      0.424242       0.292929       0.493333
      0.424242       0.313131       0.456082
      0.424242       0.333333       0.417907
      0.424242       0.353535       0.379201
      0.424242       0.373737       0.340367
      0.424242       0.393939       0.301816
      0.424242       0.414141       0.263963
      0.424242       0.434343       0.227227
      0.424242       0.454545       0.192025
      0.424242       0.474747       0.158772
      0.424242       0.494949       0.127878
      0.424242       0.515152       0.099745
      0.424242       0.535354       0.074763
      0.424242       0.555556       0.053311
      0.424242       0.575758       0.035751
      0.424242       0.595960       0.022429
      0.424242       0.616162       0.013668
      0.424242       0.636364       0.009773
      0.424242       0.656566       0.011024
      0.424242       0.676768       0.017674
      0.424242       0.696970       0.029951
      0.424242       0.717172       0.048054
      0.424242       0.737374       0.072151
      0.424242       0.757576       0.102382
      0.424242       0.777778       0.138853
      0.424242       0.797980       0.181640
      0.424242       0.818182       0.230786
      0.424242       0.838384       0.286300
      0.424242       0.858586       0.348160
      0.424242       0.878788       0.416310
      0.424242       0.898990       0.490664
      0.424242       0.919192       0.571101
      0.424242       0.939394       0.657474
      0.424242       0.959596       0.749602
      0.424242       0.979798       0.847277
      0.424242       1.000000       0.950264

      0.464646      -1.000000       0.143432
      0.464646      -0.979798       0.063511
      0.464646      -0.959596      -0.011516
      0.464646      -0.939394      -0.081433
      0.464646      -0.919192      -0.146048
      0.464646      -0.898990      -0.205194
      0.464646      -0.878788      -0.258726
      0.464646      -0.858586      -0.306525
      0.464646      -0.838384      -0.348501
      0.464646      -0.818182      -0.384588
      0.464646      -0.797980      -0.414751
      0.464646      -0.777778      -0.438981
      0.464646      -0.757576      -0.457300
      0.464646      -0.737374      -0.469757
      0.464646      -0.717172      -0.476431
      0.464646      -0.696970      -0.477429
      0.464646      -0.676768      -0.472887
      0.464646      -0.656566      -0.462968
      0.464646      -0.636364      -0.447862
      0.464646      -0.616162      -0.427783
      0.464646      -0.595960      -0.402973
      0.464646      -0.575758      -0.373695
      0.464646      -0.555556      -0.340234
      0.464646      -0.535354      -0.302897
      0.464646      -0.515152      -0.262008
      0.464646      -0.494949      -0.217909
      0.464646      -0.474747      -0.170954
      0.464646      -0.454545      -0.121513
      0.464646      -0.434343      -0.069965
      0.464646      -0.414141      -0.016695
      0.464646      -0.393939       0.037902
      0.464646      -0.373737       0.093432
      0.464646      -0.353535       0.149498
      0.464646      -0.333333       0.205705
      0.464646      -0.313131       0.261661
      0.464646      -0.292929       0.316983
      0.464646      -0.272727       0.371294
      0.464646      -0.252525       0.424232
      0.464646      -0.232323       0.475444
      0.464646      -0.212121       0.524598
      0.464646      -0.191919       0.571377
      0.464646      -0.171717       0.615485
      0.464646      -0.151515       0.656648
      0.464646      -0.131313       0.694615
      0.464646      -0.111111       0.729163
      0.464646      -0.090909       0.760094
      0.464646      -0.070707       0.787239
      0.464646      -0.050505       0.810458
      0.464646      -0.030303       0.829642
      0.464646      -0.010101       0.844715
      0.464646       0.010101       0.855628
      0.464646       0.030303       0.862370
      0.464646       0.050505       0.864959
      0.464646       0.070707       0.863445
      0.464646       0.090909       0.857912
      0.464646       0.111111       0.848474
      0.464646       0.131313       0.835277
      0.464646       0.151515       0.818496
      0.464646       0.171717       0.798336
      0.464646       0.191919       0.775030
      0.464646       0.212121       0.748835
      0.464646       0.232323       0.720036
      0.464646       0.252525       0.688939
      0.464646       0.272727       0.655871
      0.464646       0.292929       0.621178
      0.464646       0.313131       0.585223
      0.464646       0.333333       0.548384
      0.464646       0.353535       0.511051
      0.464646       0.373737       0.473624
      0.464646       0.393939       0.436507
      0.464646       0.414141       0.400114
      0.464646       0.434343       0.364856
      0.464646       0.454545       0.331147
      0.464646       0.474747       0.299395
      0.464646       0.494949       0.270004
      0.464646       0.515152       0.243369
      0.464646       0.535354       0.219874
